method,seed,ratio,split,image,score,threshold
random,42,0.001,test,test/broken_small/012.png,11.135809898376465,6.929836273193359
random,42,0.001,test,test/broken_small/013.png,6.725643157958984,6.929836273193359
random,42,0.001,test,test/broken_small/014.png,8.041757583618164,6.929836273193359
random,42,0.001,test,test/broken_small/015.png,7.139806747436523,6.929836273193359
random,42,0.001,test,test/broken_small/016.png,8.324193000793457,6.929836273193359
random,42,0.001,test,test/broken_small/017.png,11.712297439575195,6.929836273193359
random,42,0.001,test,test/broken_small/018.png,11.441794395446777,6.929836273193359
random,42,0.001,test,test/broken_small/019.png,9.803722381591797,6.929836273193359
random,42,0.001,test,test/broken_small/020.png,10.460704803466797,6.929836273193359
random,42,0.001,test,test/broken_small/021.png,9.084070205688477,6.929836273193359
random,42,0.001,test,test/contamination/000.png,7.379188537597656,6.929836273193359
random,42,0.001,test,test/contamination/001.png,6.86642599105835,6.929836273193359
random,42,0.001,test,test/contamination/002.png,6.715715408325195,6.929836273193359
random,42,0.001,test,test/contamination/003.png,6.636678695678711,6.929836273193359
random,42,0.001,test,test/contamination/004.png,6.824723720550537,6.929836273193359
random,42,0.001,test,test/contamination/005.png,8.133914947509766,6.929836273193359
random,42,0.001,test,test/contamination/006.png,7.285231113433838,6.929836273193359
random,42,0.001,test,test/contamination/007.png,14.240161895751953,6.929836273193359
random,42,0.001,test,test/contamination/008.png,7.424014568328857,6.929836273193359
random,42,0.001,test,test/contamination/009.png,8.197879791259766,6.929836273193359
random,42,0.001,test,test/contamination/010.png,7.562928676605225,6.929836273193359
random,42,0.001,test,test/contamination/011.png,7.026075839996338,6.929836273193359
random,42,0.001,test,test/contamination/012.png,6.802419185638428,6.929836273193359
random,42,0.001,test,test/contamination/013.png,8.990923881530762,6.929836273193359
random,42,0.001,test,test/contamination/014.png,6.797168254852295,6.929836273193359
random,42,0.001,test,test/contamination/015.png,7.592107772827148,6.929836273193359
random,42,0.001,test,test/contamination/016.png,6.488681793212891,6.929836273193359
random,42,0.001,test,test/contamination/017.png,10.401738166809082,6.929836273193359
random,42,0.001,test,test/contamination/018.png,10.41641616821289,6.929836273193359
random,42,0.001,test,test/contamination/019.png,6.84181547164917,6.929836273193359
random,42,0.001,test,test/contamination/020.png,6.791903018951416,6.929836273193359
random,42,0.001,test,test/good/000.png,6.732874393463135,6.929836273193359
random,42,0.001,test,test/good/001.png,6.9705586433410645,6.929836273193359
random,42,0.001,test,test/good/002.png,6.552636623382568,6.929836273193359
random,42,0.001,test,test/good/003.png,6.628210067749023,6.929836273193359
random,42,0.001,test,test/good/004.png,6.814316272735596,6.929836273193359
random,42,0.001,test,test/good/005.png,6.694118022918701,6.929836273193359
random,42,0.001,test,test/good/006.png,6.6059746742248535,6.929836273193359
random,42,0.001,test,test/good/007.png,6.362111568450928,6.929836273193359
random,42,0.001,test,test/good/008.png,6.822931289672852,6.929836273193359
random,42,0.001,test,test/good/009.png,6.454761505126953,6.929836273193359
random,42,0.001,test,test/good/010.png,6.462075710296631,6.929836273193359
random,42,0.001,test,test/good/011.png,6.836404800415039,6.929836273193359
random,42,0.001,test,test/good/012.png,6.716449737548828,6.929836273193359
random,42,0.001,test,test/good/013.png,6.628587245941162,6.929836273193359
random,42,0.001,test,test/good/014.png,6.778285980224609,6.929836273193359
random,42,0.001,test,test/good/015.png,6.895627498626709,6.929836273193359
random,42,0.001,test,test/good/016.png,6.741207599639893,6.929836273193359
random,42,0.001,test,test/good/017.png,6.78959321975708,6.929836273193359
random,42,0.001,test,test/good/018.png,6.771946430206299,6.929836273193359
random,42,0.001,test,test/good/019.png,6.737890243530273,6.929836273193359
random,42,0.005,validation,train/good/002.png,2.724769353866577,3.626192331314087
random,42,0.005,validation,train/good/003.png,3.0174083709716797,3.626192331314087
random,42,0.005,validation,train/good/005.png,2.574064254760742,3.626192331314087
random,42,0.005,validation,train/good/013.png,2.7386586666107178,3.626192331314087
random,42,0.005,validation,train/good/015.png,2.9041824340820312,3.626192331314087
random,42,0.005,validation,train/good/021.png,2.8295252323150635,3.626192331314087
random,42,0.005,validation,train/good/030.png,2.4232332706451416,3.626192331314087
random,42,0.005,validation,train/good/036.png,2.7628896236419678,3.626192331314087
random,42,0.005,validation,train/good/037.png,3.438323736190796,3.626192331314087
random,42,0.005,validation,train/good/042.png,3.2559053897857666,3.626192331314087
random,42,0.005,validation,train/good/044.png,2.664274215698242,3.626192331314087
random,42,0.005,validation,train/good/045.png,3.1444473266601562,3.626192331314087
random,42,0.005,validation,train/good/047.png,3.0113866329193115,3.626192331314087
random,42,0.005,validation,train/good/060.png,3.3232688903808594,3.626192331314087
random,42,0.005,validation,train/good/061.png,2.905040979385376,3.626192331314087
random,42,0.005,validation,train/good/064.png,2.9480972290039062,3.626192331314087
random,42,0.005,validation,train/good/069.png,2.406705617904663,3.626192331314087
random,42,0.005,validation,train/good/073.png,4.617053985595703,3.626192331314087
random,42,0.005,validation,train/good/080.png,2.870971918106079,3.626192331314087
random,42,0.005,validation,train/good/085.png,2.894153594970703,3.626192331314087
random,42,0.005,validation,train/good/089.png,2.850616455078125,3.626192331314087
random,42,0.005,validation,train/good/100.png,3.2093849182128906,3.626192331314087
random,42,0.005,validation,train/good/104.png,3.5266664028167725,3.626192331314087
random,42,0.005,validation,train/good/111.png,2.7795369625091553,3.626192331314087
random,42,0.005,validation,train/good/123.png,2.514476776123047,3.626192331314087
random,42,0.005,validation,train/good/124.png,2.7903900146484375,3.626192331314087
random,42,0.005,validation,train/good/140.png,2.8815858364105225,3.626192331314087
random,42,0.005,validation,train/good/152.png,3.023984909057617,3.626192331314087
random,42,0.005,validation,train/good/160.png,3.6910288333892822,3.626192331314087
random,42,0.005,validation,train/good/167.png,2.8868865966796875,3.626192331314087
random,42,0.005,validation,train/good/168.png,2.7463035583496094,3.626192331314087
random,42,0.005,validation,train/good/169.png,2.80810546875,3.626192331314087
random,42,0.005,validation,train/good/176.png,2.828784942626953,3.626192331314087
random,42,0.005,validation,train/good/177.png,2.3957901000976562,3.626192331314087
random,42,0.005,validation,train/good/182.png,3.2703857421875,3.626192331314087
random,42,0.005,validation,train/good/187.png,3.626192331314087,3.626192331314087
random,42,0.005,validation,train/good/194.png,3.2879221439361572,3.626192331314087
random,42,0.005,validation,train/good/195.png,2.9519805908203125,3.626192331314087
random,42,0.005,validation,train/good/201.png,3.5293519496917725,3.626192331314087
random,42,0.005,validation,train/good/204.png,2.869068145751953,3.626192331314087
random,42,0.005,validation,train/good/208.png,2.5159528255462646,3.626192331314087
random,42,0.005,test,test/broken_large/000.png,8.549393653869629,3.626192331314087
random,42,0.005,test,test/broken_large/001.png,8.50318717956543,3.626192331314087
random,42,0.005,test,test/broken_large/002.png,8.367375373840332,3.626192331314087
random,42,0.005,test,test/broken_large/003.png,8.857255935668945,3.626192331314087
random,42,0.005,test,test/broken_large/004.png,10.691524505615234,3.626192331314087
random,42,0.005,test,test/broken_large/005.png,8.018793106079102,3.626192331314087
random,42,0.005,test,test/broken_large/006.png,9.557910919189453,3.626192331314087
random,42,0.005,test,test/broken_large/007.png,8.087223052978516,3.626192331314087
random,42,0.005,test,test/broken_large/008.png,9.42341423034668,3.626192331314087
random,42,0.005,test,test/broken_large/009.png,8.416074752807617,3.626192331314087
random,42,0.005,test,test/broken_large/010.png,8.729145050048828,3.626192331314087
random,42,0.005,test,test/broken_large/011.png,7.815890789031982,3.626192331314087
random,42,0.005,test,test/broken_large/012.png,9.971848487854004,3.626192331314087
random,42,0.005,test,test/broken_large/013.png,7.696662902832031,3.626192331314087
random,42,0.005,test,test/broken_large/014.png,9.859609603881836,3.626192331314087
random,42,0.005,test,test/broken_large/015.png,9.795056343078613,3.626192331314087
random,42,0.005,test,test/broken_large/016.png,9.018446922302246,3.626192331314087
random,42,0.005,test,test/broken_large/017.png,10.206789016723633,3.626192331314087
random,42,0.005,test,test/broken_large/018.png,9.053504943847656,3.626192331314087
random,42,0.005,test,test/broken_large/019.png,8.170797348022461,3.626192331314087
random,42,0.005,test,test/broken_small/000.png,7.4615397453308105,3.626192331314087
random,42,0.005,test,test/broken_small/001.png,9.653648376464844,3.626192331314087
random,42,0.005,test,test/broken_small/002.png,9.110713958740234,3.626192331314087
random,42,0.005,test,test/broken_small/003.png,9.6275634765625,3.626192331314087
random,42,0.005,test,test/broken_small/004.png,11.219669342041016,3.626192331314087
random,42,0.005,test,test/broken_small/005.png,6.981729984283447,3.626192331314087
random,42,0.005,test,test/broken_small/006.png,9.106884002685547,3.626192331314087
random,42,0.005,test,test/broken_small/007.png,7.020660877227783,3.626192331314087
random,42,0.005,test,test/broken_small/008.png,7.049612522125244,3.626192331314087
random,42,0.005,test,test/broken_small/009.png,8.525341033935547,3.626192331314087
random,42,0.005,test,test/broken_small/010.png,9.585205078125,3.626192331314087
random,42,0.005,test,test/broken_small/011.png,8.058125495910645,3.626192331314087
random,42,0.005,test,test/broken_small/012.png,10.385092735290527,3.626192331314087
random,42,0.005,test,test/broken_small/013.png,6.600231647491455,3.626192331314087
random,42,0.005,test,test/broken_small/014.png,7.8846354484558105,3.626192331314087
random,42,0.005,test,test/broken_small/015.png,6.647780895233154,3.626192331314087
random,42,0.005,test,test/broken_small/016.png,8.038074493408203,3.626192331314087
random,42,0.005,test,test/broken_small/017.png,10.867388725280762,3.626192331314087
random,42,0.005,test,test/broken_small/018.png,10.864448547363281,3.626192331314087
random,42,0.005,test,test/broken_small/019.png,8.941598892211914,3.626192331314087
random,42,0.005,test,test/broken_small/020.png,9.701604843139648,3.626192331314087
random,42,0.005,test,test/broken_small/021.png,8.769286155700684,3.626192331314087
random,42,0.005,test,test/contamination/000.png,7.012229919433594,3.626192331314087
random,42,0.005,test,test/contamination/001.png,5.89453649520874,3.626192331314087
random,42,0.005,test,test/contamination/002.png,6.444253921508789,3.626192331314087
random,42,0.005,test,test/contamination/003.png,4.012872695922852,3.626192331314087
random,42,0.005,test,test/contamination/004.png,4.888171672821045,3.626192331314087
random,42,0.005,test,test/contamination/005.png,8.005777359008789,3.626192331314087
random,42,0.005,test,test/contamination/006.png,6.098821640014648,3.626192331314087
random,42,0.005,test,test/contamination/007.png,12.659045219421387,3.626192331314087
random,42,0.005,test,test/contamination/008.png,7.260770797729492,3.626192331314087
random,42,0.005,test,test/contamination/009.png,8.197879791259766,3.626192331314087
random,42,0.005,test,test/contamination/010.png,7.287353515625,3.626192331314087
random,42,0.005,test,test/contamination/011.png,6.945610046386719,3.626192331314087
random,42,0.005,test,test/contamination/012.png,4.896982192993164,3.626192331314087
random,42,0.005,test,test/contamination/013.png,8.977461814880371,3.626192331314087
random,42,0.005,test,test/contamination/014.png,5.704761505126953,3.626192331314087
random,42,0.005,test,test/contamination/015.png,7.23754358291626,3.626192331314087
random,42,0.005,test,test/contamination/016.png,5.613195419311523,3.626192331314087
random,42,0.005,test,test/contamination/017.png,10.037803649902344,3.626192331314087
random,42,0.005,test,test/contamination/018.png,10.41641616821289,3.626192331314087
random,42,0.005,test,test/contamination/019.png,4.501192092895508,3.626192331314087
random,42,0.005,test,test/contamination/020.png,6.042585372924805,3.626192331314087
random,42,0.005,test,test/good/000.png,2.651681900024414,3.626192331314087
random,42,0.005,test,test/good/001.png,3.3456878662109375,3.626192331314087
random,42,0.005,test,test/good/002.png,3.2417068481445312,3.626192331314087
random,42,0.005,test,test/good/003.png,2.865886688232422,3.626192331314087
random,42,0.005,test,test/good/004.png,2.510749578475952,3.626192331314087
random,42,0.005,test,test/good/005.png,3.0225298404693604,3.626192331314087
random,42,0.005,test,test/good/006.png,4.612089157104492,3.626192331314087
random,42,0.005,test,test/good/007.png,2.5728261470794678,3.626192331314087
random,42,0.005,test,test/good/008.png,2.8747482299804688,3.626192331314087
random,42,0.005,test,test/good/009.png,3.282430410385132,3.626192331314087
random,42,0.005,test,test/good/010.png,3.0559003353118896,3.626192331314087
random,42,0.005,test,test/good/011.png,2.3918302059173584,3.626192331314087
random,42,0.005,test,test/good/012.png,2.8036460876464844,3.626192331314087
random,42,0.005,test,test/good/013.png,2.7725107669830322,3.626192331314087
random,42,0.005,test,test/good/014.png,2.5829524993896484,3.626192331314087
random,42,0.005,test,test/good/015.png,3.0639305114746094,3.626192331314087
random,42,0.005,test,test/good/016.png,2.8108367919921875,3.626192331314087
random,42,0.005,test,test/good/017.png,2.6973533630371094,3.626192331314087
random,42,0.005,test,test/good/018.png,3.4501192569732666,3.626192331314087
random,42,0.005,test,test/good/019.png,2.8232879638671875,3.626192331314087
random,42,0.01,validation,train/good/002.png,2.630267858505249,3.322490930557251
random,42,0.01,validation,train/good/003.png,2.274038076400757,3.322490930557251
random,42,0.01,validation,train/good/005.png,2.286884307861328,3.322490930557251
random,42,0.01,validation,train/good/013.png,2.3946456909179688,3.322490930557251
random,42,0.01,validation,train/good/015.png,2.2496910095214844,3.322490930557251
random,42,0.01,validation,train/good/021.png,2.465811014175415,3.322490930557251
random,42,0.01,validation,train/good/030.png,2.192396402359009,3.322490930557251
random,42,0.01,validation,train/good/036.png,2.307176351547241,3.322490930557251
random,42,0.01,validation,train/good/037.png,2.821115493774414,3.322490930557251
random,42,0.01,validation,train/good/042.png,3.125326156616211,3.322490930557251
random,42,0.01,validation,train/good/044.png,2.307922601699829,3.322490930557251
random,42,0.01,validation,train/good/045.png,3.1444473266601562,3.322490930557251
random,42,0.01,validation,train/good/047.png,2.7055530548095703,3.322490930557251
random,42,0.01,validation,train/good/060.png,2.743145227432251,3.322490930557251
random,42,0.01,validation,train/good/061.png,2.7168502807617188,3.322490930557251
random,42,0.01,validation,train/good/064.png,2.536823272705078,3.322490930557251
random,42,0.01,validation,train/good/069.png,2.4067020416259766,3.322490930557251
random,42,0.01,validation,train/good/073.png,4.617061138153076,3.322490930557251
random,42,0.01,validation,train/good/080.png,2.8709754943847656,3.322490930557251
random,42,0.01,validation,train/good/085.png,2.5693321228027344,3.322490930557251
random,42,0.01,validation,train/good/089.png,2.7449111938476562,3.322490930557251
random,42,0.01,validation,train/good/100.png,2.487987518310547,3.322490930557251
random,42,0.01,validation,train/good/104.png,2.727783441543579,3.322490930557251
random,42,0.01,validation,train/good/111.png,2.6671273708343506,3.322490930557251
random,42,0.01,validation,train/good/123.png,2.147838830947876,3.322490930557251
random,42,0.01,validation,train/good/124.png,2.6622202396392822,3.322490930557251
random,42,0.01,validation,train/good/140.png,2.449047088623047,3.322490930557251
random,42,0.01,validation,train/good/152.png,2.800699472427368,3.322490930557251
random,42,0.01,validation,train/good/160.png,3.521778106689453,3.322490930557251
random,42,0.01,validation,train/good/167.png,2.3204612731933594,3.322490930557251
random,42,0.01,validation,train/good/168.png,2.1599576473236084,3.322490930557251
random,42,0.01,validation,train/good/169.png,2.80810546875,3.322490930557251
random,42,0.01,validation,train/good/176.png,2.6041431427001953,3.322490930557251
random,42,0.01,validation,train/good/177.png,2.3416688442230225,3.322490930557251
random,42,0.01,validation,train/good/182.png,2.930938720703125,3.322490930557251
random,42,0.01,validation,train/good/187.png,2.4058361053466797,3.322490930557251
random,42,0.01,validation,train/good/194.png,3.062288522720337,3.322490930557251
random,42,0.01,validation,train/good/195.png,2.3878819942474365,3.322490930557251
random,42,0.01,validation,train/good/201.png,3.322490930557251,3.322490930557251
random,42,0.01,validation,train/good/204.png,2.748363494873047,3.322490930557251
random,42,0.01,validation,train/good/208.png,2.3792479038238525,3.322490930557251
random,42,0.01,test,test/broken_large/000.png,8.247111320495605,3.322490930557251
random,42,0.01,test,test/broken_large/001.png,8.503183364868164,3.322490930557251
random,42,0.01,test,test/broken_large/002.png,8.344066619873047,3.322490930557251
random,42,0.01,test,test/broken_large/003.png,8.58430004119873,3.322490930557251
random,42,0.01,test,test/broken_large/004.png,10.248083114624023,3.322490930557251
random,42,0.01,test,test/broken_large/005.png,8.012735366821289,3.322490930557251
random,42,0.01,test,test/broken_large/006.png,9.557908058166504,3.322490930557251
random,42,0.01,test,test/broken_large/007.png,8.087228775024414,3.322490930557251
random,42,0.01,test,test/broken_large/008.png,9.423417091369629,3.322490930557251
random,42,0.01,test,test/broken_large/009.png,8.41607666015625,3.322490930557251
random,42,0.01,test,test/broken_large/010.png,8.729143142700195,3.322490930557251
random,42,0.01,test,test/broken_large/011.png,7.447254180908203,3.322490930557251
random,42,0.01,test,test/broken_large/012.png,9.971856117248535,3.322490930557251
random,42,0.01,test,test/broken_large/013.png,7.67573356628418,3.322490930557251
random,42,0.01,test,test/broken_large/014.png,9.510766983032227,3.322490930557251
random,42,0.01,test,test/broken_large/015.png,8.992984771728516,3.322490930557251
random,42,0.01,test,test/broken_large/016.png,8.735034942626953,3.322490930557251
random,42,0.01,test,test/broken_large/017.png,10.142145156860352,3.322490930557251
random,42,0.01,test,test/broken_large/018.png,8.866775512695312,3.322490930557251
random,42,0.01,test,test/broken_large/019.png,8.14346694946289,3.322490930557251
random,42,0.01,test,test/broken_small/000.png,7.212256908416748,3.322490930557251
random,42,0.01,test,test/broken_small/001.png,8.982597351074219,3.322490930557251
random,42,0.01,test,test/broken_small/002.png,9.110709190368652,3.322490930557251
random,42,0.01,test,test/broken_small/003.png,9.627553939819336,3.322490930557251
random,42,0.01,test,test/broken_small/004.png,10.710984230041504,3.322490930557251
random,42,0.01,test,test/broken_small/005.png,6.826138973236084,3.322490930557251
random,42,0.01,test,test/broken_small/006.png,9.10688591003418,3.322490930557251
random,42,0.01,test,test/broken_small/007.png,6.870113849639893,3.322490930557251
random,42,0.01,test,test/broken_small/008.png,6.563177108764648,3.322490930557251
random,42,0.01,test,test/broken_small/009.png,8.163175582885742,3.322490930557251
random,42,0.01,test,test/broken_small/010.png,9.585206985473633,3.322490930557251
random,42,0.01,test,test/broken_small/011.png,7.576539993286133,3.322490930557251
random,42,0.01,test,test/broken_small/012.png,10.027300834655762,3.322490930557251
random,42,0.01,test,test/broken_small/013.png,6.6002349853515625,3.322490930557251
random,42,0.01,test,test/broken_small/014.png,7.793842315673828,3.322490930557251
random,42,0.01,test,test/broken_small/015.png,6.647547245025635,3.322490930557251
random,42,0.01,test,test/broken_small/016.png,7.927327632904053,3.322490930557251
random,42,0.01,test,test/broken_small/017.png,10.867389678955078,3.322490930557251
random,42,0.01,test,test/broken_small/018.png,10.430405616760254,3.322490930557251
random,42,0.01,test,test/broken_small/019.png,8.870908737182617,3.322490930557251
random,42,0.01,test,test/broken_small/020.png,9.70159912109375,3.322490930557251
random,42,0.01,test,test/broken_small/021.png,8.769280433654785,3.322490930557251
random,42,0.01,test,test/contamination/000.png,7.012228488922119,3.322490930557251
random,42,0.01,test,test/contamination/001.png,5.263545989990234,3.322490930557251
random,42,0.01,test,test/contamination/002.png,6.44425630569458,3.322490930557251
random,42,0.01,test,test/contamination/003.png,4.012870788574219,3.322490930557251
random,42,0.01,test,test/contamination/004.png,4.7520833015441895,3.322490930557251
random,42,0.01,test,test/contamination/005.png,7.938230514526367,3.322490930557251
random,42,0.01,test,test/contamination/006.png,6.098817825317383,3.322490930557251
random,42,0.01,test,test/contamination/007.png,12.659042358398438,3.322490930557251
random,42,0.01,test,test/contamination/008.png,7.247426986694336,3.322490930557251
random,42,0.01,test,test/contamination/009.png,8.059953689575195,3.322490930557251
random,42,0.01,test,test/contamination/010.png,7.240272045135498,3.322490930557251
random,42,0.01,test,test/contamination/011.png,6.798924922943115,3.322490930557251
random,42,0.01,test,test/contamination/012.png,4.357631683349609,3.322490930557251
random,42,0.01,test,test/contamination/013.png,8.499361038208008,3.322490930557251
random,42,0.01,test,test/contamination/014.png,5.704753398895264,3.322490930557251
random,42,0.01,test,test/contamination/015.png,7.237536907196045,3.322490930557251
random,42,0.01,test,test/contamination/016.png,5.613195419311523,3.322490930557251
random,42,0.01,test,test/contamination/017.png,10.037799835205078,3.322490930557251
random,42,0.01,test,test/contamination/018.png,10.416420936584473,3.322490930557251
random,42,0.01,test,test/contamination/019.png,4.501190185546875,3.322490930557251
random,42,0.01,test,test/contamination/020.png,5.739053726196289,3.322490930557251
random,42,0.01,test,test/good/000.png,2.4916059970855713,3.322490930557251
random,42,0.01,test,test/good/001.png,3.1477622985839844,3.322490930557251
random,42,0.01,test,test/good/002.png,2.949413537979126,3.322490930557251
random,42,0.01,test,test/good/003.png,2.6496963500976562,3.322490930557251
random,42,0.01,test,test/good/004.png,2.207805871963501,3.322490930557251
random,42,0.01,test,test/good/005.png,2.572950601577759,3.322490930557251
random,42,0.01,test,test/good/006.png,3.0210494995117188,3.322490930557251
random,42,0.01,test,test/good/007.png,2.543407440185547,3.322490930557251
random,42,0.01,test,test/good/008.png,2.534648895263672,3.322490930557251
random,42,0.01,test,test/good/009.png,2.8344380855560303,3.322490930557251
random,42,0.01,test,test/good/010.png,2.4092254638671875,3.322490930557251
random,42,0.01,test,test/good/011.png,2.1894681453704834,3.322490930557251
random,42,0.01,test,test/good/012.png,2.511524200439453,3.322490930557251
random,42,0.01,test,test/good/013.png,2.3344287872314453,3.322490930557251
random,42,0.01,test,test/good/014.png,2.4798049926757812,3.322490930557251
random,42,0.01,test,test/good/015.png,2.7194385528564453,3.322490930557251
random,42,0.01,test,test/good/016.png,2.6912784576416016,3.322490930557251
random,42,0.01,test,test/good/017.png,2.6973514556884766,3.322490930557251
random,42,0.01,test,test/good/018.png,2.9913330078125,3.322490930557251
random,42,0.01,test,test/good/019.png,2.5330162048339844,3.322490930557251
random,43,0.001,validation,train/good/002.png,5.8281097412109375,6.829803466796875
random,43,0.001,validation,train/good/003.png,5.845983505249023,6.829803466796875
random,43,0.001,validation,train/good/005.png,5.804744243621826,6.829803466796875
random,43,0.001,validation,train/good/013.png,5.678152084350586,6.829803466796875
random,43,0.001,validation,train/good/015.png,5.8033576011657715,6.829803466796875
random,43,0.001,validation,train/good/021.png,5.972717761993408,6.829803466796875
random,43,0.001,validation,train/good/030.png,5.556865692138672,6.829803466796875
random,43,0.001,validation,train/good/036.png,5.751748561859131,6.829803466796875
random,43,0.001,validation,train/good/037.png,5.641481399536133,6.829803466796875
random,43,0.001,validation,train/good/042.png,5.587128162384033,6.829803466796875
random,43,0.001,validation,train/good/044.png,5.9267425537109375,6.829803466796875
random,43,0.001,validation,train/good/045.png,5.952125072479248,6.829803466796875
random,43,0.001,validation,train/good/047.png,5.714809894561768,6.829803466796875
random,43,0.001,validation,train/good/060.png,6.7243499755859375,6.829803466796875
random,43,0.001,validation,train/good/061.png,5.602664470672607,6.829803466796875
random,43,0.001,validation,train/good/064.png,6.381938457489014,6.829803466796875
random,43,0.001,validation,train/good/069.png,5.691066265106201,6.829803466796875
